0, 1, 23.456, 13.564, 5200.24, 0, 0, 300.01, 
1, 1, 1192.81, 0.239995, 77.1164, 295.144, 0.119581, 40.0217, 
2, 1, 2179.41, 0.239995, 77.1164, 288.46, 0.119581, 40.0217, 
3, 1, 0.314356, 1775.94, 77.1164, 0.156765, 186.893, 40.0217, 
4, 1, -986.284, -982.066, -1510.24, 6.84013, 8.93564, -351.544, 
5, 1, 1575.99, 0.239995, 77.1164, -111.545, 0.119581, 40.0217, 
6, 1, 0.314356, 2758.25, 77.1164, 0.156765, 178.077, 40.0217, 
7, 1, -1972.88, -1964.37, -1510.24, 13.5235, 17.7517, -351.544, 
0, 1, 23.456, 13.564, 5500.25, 0, 0, 300.01, 
1, 1, 1486.72, 0.374233, 122.844, 292.683, 0.148895, 51.4339, 
2, 1, 2465.81, 0.374233, 122.844, 284.354, 0.148895, 51.4339, 
3, 1, 0.490428, 1960.67, 122.844, 0.19538, 182.566, 51.4339, 
4, 1, -978.601, -972.036, -1853.98, 8.525, 11.1261, -335.936, 
5, 1, 1463.23, 0.374233, 122.844, -113.966, 0.148895, 51.4339, 
6, 1, 0.490428, 2933.08, 122.844, 0.19538, 171.588, 51.4339, 
7, 1, -1957.69, -1944.45, -1853.98, 16.8546, 22.1033, -335.936, 
0, 1, 23.456, 13.564, 5800.26, 0, 0, 300.01, 
1, 1, 1777.93, 0.537604, 180.242, 289.733, 0.177846, 63.361, 
2, 1, 2747.88, 0.537604, 180.242, 279.773, 0.177846, 63.361, 
3, 1, 0.704935, 2140.88, 180.242, 0.233634, 177.838, 63.361, 
4, 1, -969.242, -959.828, -2181.44, 10.1941, 13.2894, -318.997, 
5, 1, 1348.15, 0.537604, 180.242, -116.194, 0.177846, 63.361, 
6, 1, 0.704935, 3101.24, 180.242, 0.233634, 164.726, 63.361, 
7, 1, -1939.19, -1920.19, -2181.44, 20.1546, 26.401, -318.997, 
0, 1, 23.456, 13.564, 6100.27, 0, 0, 300.01, 
1, 1, 2065.95, 0.729711, 249.811, 286.299, 0.206369, 75.7771, 
2, 1, 3025.13, 0.729711, 249.811, 274.726, 0.206369, 75.7771, 
3, 1, 0.957483, 2316.15, 249.811, 0.271463, 172.72, 75.7771, 
4, 1, -958.222, -945.473, -2491.32, 11.8447, 15.4209, -300.764, 
5, 1, 1230.94, 0.729711, 249.811, -118.224, 0.206369, 75.7771, 
6, 1, 0.957483, 3262.36, 249.811, 0.271463, 157.506, 75.7771, 
7, 1, -1917.4, -1891.68, -2491.32, 23.418, 30.6354, -300.764, 
0, 1, 23.456, 13.564, 6400.28, 0, 0, 300.01, 
1, 1, 2350.29, 0.950098, 332.027, 282.387, 0.234403, 88.6555, 
2, 1, 3297.1, 0.950098, 332.027, 269.221, 0.234403, 88.6555, 
3, 1, 1.24762, 2486.13, 332.027, 0.308804, 167.225, 88.6555, 
4, 1, -945.563, -929.004, -2782.34, 13.4741, 17.5157, -281.276, 
5, 1, 1111.8, 0.950098, 332.027, -120.054, 0.234403, 88.6555, 
6, 1, 1.24762, 3416.08, 332.027, 0.308804, 149.944, 88.6555, 
7, 1, -1892.37, -1858.96, -2782.34, 26.6393, 34.797, -281.276, 
0, 1, 23.456, 13.564, 6700.29, 0, 0, 300.01, 
1, 1, 2630.48, 1.19824, 427.339, 278.003, 0.261886, 101.968, 
2, 1, 3563.35, 1.19824, 427.339, 263.269, 0.261886, 101.968, 
3, 1, 1.57482, 2650.42, 427.339, 0.345596, 161.365, 101.968, 
4, 1, -931.286, -910.462, -3053.27, 15.0794, 19.5693, -260.576, 
5, 1, 990.935, 1.19824, 427.339, -121.681, 0.261886, 101.968, 
6, 1, 1.57482, 3562.08, 427.339, 0.345596, 142.057, 101.968, 
7, 1, -1864.15, -1822.12, -3053.27, 29.8132, 38.8767, -260.576, 
0, 1, 23.456, 13.564, 7000.3, 0, 0, 300.01, 
1, 1, 2906.06, 1.47356, 536.166, 273.156, 0.288756, 115.687, 
2, 1, 3823.42, 1.47356, 536.166, 256.88, 0.288756, 115.687, 
3, 1, 1.9385, 2808.68, 536.166, 0.381775, 155.153, 115.687, 
4, 1, -915.417, -889.889, -3302.91, 16.658, 21.5772, -238.71, 
5, 1, 868.544, 1.47356, 536.166, -123.102, 0.288756, 115.687, 
6, 1, 1.9385, 3700.04, 536.166, 0.381775, 133.864, 115.687, 
7, 1, -1832.77, -1781.25, -3302.91, 32.9342, 42.8656, -238.71, 
0, 1, 23.456, 13.564, 7300.31, 0, 0, 300.01, 
1, 1, 3176.57, 1.77542, 658.901, 267.854, 0.314956, 129.781, 
2, 1, 4076.89, 1.77542, 658.901, 250.064, 0.314956, 129.781, 
3, 1, 2.33803, 2960.56, 658.901, 0.417283, 148.603, 129.781, 
4, 1, -897.985, -867.333, -3530.13, 18.2073, 23.535, -215.726, 
5, 1, 744.836, 1.77542, 658.901, -124.314, 0.314956, 129.781, 
6, 1, 2.33803, 3829.67, 658.901, 0.417283, 125.383, 129.781, 
7, 1, -1798.31, -1736.44, -3530.13, 35.9974, 46.755, -215.726, 
0, 1, 23.456, 13.564, 7600.32, 0, 0, 300.01, 
1, 1, 3441.55, 2.10311, 795.902, 262.107, 0.340428, 144.222, 
2, 1, 4323.34, 2.10311, 795.902, 242.835, 0.340428, 144.222, 
3, 1, 2.7727, 3105.73, 795.902, 0.452061, 141.731, 144.222, 
4, 1, -879.019, -842.846, -3733.83, 19.7248, 25.4383, -191.672, 
5, 1, 620.02, 2.10311, 795.902, -125.318, 0.340428, 144.222, 
6, 1, 2.7727, 3950.67, 795.902, 0.452061, 116.633, 144.222, 
7, 1, -1760.81, -1687.79, -3733.83, 38.9975, 50.5362, -191.672, 
0, 1, 23.456, 13.564, 7900.33, 0, 0, 300.01, 
1, 1, 3700.57, 2.45588, 947.502, 255.925, 0.365115, 158.978, 
2, 1, 4562.36, 2.45588, 947.502, 235.203, 0.365115, 158.978, 
3, 1, 3.24176, 3243.87, 947.502, 0.486049, 134.552, 158.978, 
4, 1, -858.552, -816.485, -3912.97, 21.2078, 27.2831, -166.601, 
5, 1, 494.306, 2.45588, 947.502, -126.109, 0.365115, 158.978, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 1, -1720.35, -1635.43, -3912.97, 41.9295, 54.201, -166.601, 
0, 1, 23.456, 13.564, 8200.34, 0, 0, 300.01, 
1, 1, 3953.19, 2.83292, 1114, 249.317, 0.388965, 174.017, 
2, 1, 4793.55, 2.83292, 1114, 227.182, 0.388965, 174.017, 
3, 2, 3.74438, 3374.68, 1114, 0.519192, 127.082, 174.017, 
4, 1, -836.621, -788.311, -4066.55, 22.6539, 29.0652, -140.568, 
5, 2, 367.907, 2.83292, 1114, -126.688, 0.388965, 174.017, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 1, -1676.99, -1579.46, -4066.55, 44.7887, 57.7414, -140.568, 
0, 1, 23.456, 13.564, 8500.35, 0, 0, 300.01, 
1, 1, 4198.99, 3.23337, 1295.66, 242.296, 0.411924, 189.307, 
2, 1, 5016.54, 3.23337, 1295.66, 218.787, 0.411924, 189.307, 
3, 2, 3.74438, 3374.68, 1114, 0.519192, 127.082, 174.017, 
4, 1, -813.264, -758.388, -4193.65, 24.0608, 30.7808, -113.628, 
5, 2, 367.907, 2.83292, 1114, -126.688, 0.388965, 174.017, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 1, -1630.81, -1520.01, -4193.65, 47.5702, 61.1498, -113.628, 
0, 1, 23.456, 13.564, 8800.36, 0, 0, 300.01, 
1, 1, 4437.58, 3.6563, 1492.72, 234.874, 0.433944, 204.816, 
2, 1, 5230.95, 3.6563, 1492.72, 210.031, 0.433944, 204.816, 
3, 2, 3.74438, 3374.68, 1114, 0.519192, 127.082, 174.017, 
4, 1, -788.521, -726.785, -4293.38, 25.4261, 32.4262, -85.8395, 
5, 2, 367.907, 2.83292, 1114, -126.688, 0.388965, 174.017, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 1, -1581.89, -1457.23, -4293.38, 50.2694, 64.4185, -85.8395, 
0, 1, 23.456, 13.564, 9100.37, 0, 0, 300.01, 
1, 1, 4668.55, 4.10076, 1705.39, 227.064, 0.454975, 220.51, 
2, 1, 5436.43, 4.10076, 1705.39, 200.929, 0.454975, 220.51, 
3, 2, 3.74438, 3374.68, 1114, 0.519192, 127.082, 174.017, 
4, 1, -762.434, -693.572, -4364.93, 26.7475, 33.9978, -57.2628, 
5, 2, 367.907, 2.83292, 1114, -126.688, 0.388965, 174.017, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 1, -1530.31, -1391.25, -4364.93, 52.8819, 67.5407, -57.2628, 
0, 1, 23.456, 13.564, 9400.38, 0, 0, 300.01, 
1, 1, 4891.52, 4.56573, 1933.82, 218.879, 0.474974, 236.355, 
2, 1, 5632.64, 4.56573, 1933.82, 191.498, 0.474974, 236.355, 
3, 2, 3.74438, 3374.68, 1114, 0.519192, 127.082, 174.017, 
4, 1, -735.049, -658.827, -4407.54, 28.0228, 35.4922, -27.9589, 
5, 2, 367.907, 2.83292, 1114, -126.688, 0.388965, 174.017, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 1, -1476.17, -1322.22, -4407.54, 55.4034, 70.5094, -27.9589, 
0, 1, 23.456, 13.564, 9700.39, 0, 0, 300.01, 
1, 1, 5106.13, 5.05017, 2178.16, 210.333, 0.493895, 252.32, 
2, 2, 5819.27, 5.05017, 2178.16, 181.753, 0.493895, 252.32, 
3, 2, 3.74438, 3374.68, 1114, 0.519192, 127.082, 174.017, 
4, 1, -706.412, -622.628, -4420.52, 29.25, 36.9061, 2.00918, 
5, 2, 367.907, 2.83292, 1114, -126.688, 0.388965, 174.017, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 1, -1419.55, -1250.31, -4420.52, 57.8297, 73.3183, 2.00918, 
0, 1, 23.456, 13.564, 10000.4, 0, 0, 300.01, 
1, 1, 5312.01, 5.55297, 2438.5, 201.44, 0.5117, 268.368, 
2, 2, 5819.27, 5.05017, 2178.16, 181.753, 0.493895, 252.32, 
3, 2, 3.74438, 3374.68, 1114, 0.519192, 127.082, 174.017, 
4, 1, -676.574, -585.057, -4403.23, 30.4271, 38.2365, 32.5773, 
5, 2, 367.907, 2.83292, 1114, -126.688, 0.388965, 174.017, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 1, -1360.56, -1175.67, -4403.23, 60.1568, 75.9614, 32.5773, 
0, 1, 23.456, 13.564, 10300.4, 0, 0, 300.01, 
1, 2, 5508.84, 6.07299, 2714.92, 192.217, 0.528348, 284.466, 
2, 2, 5819.27, 5.05017, 2178.16, 181.753, 0.493895, 252.32, 
3, 2, 3.74438, 3374.68, 1114, 0.519192, 127.082, 174.017, 
4, 1, -645.584, -546.198, -4355.1, 31.552, 39.4806, 63.6799, 
5, 2, 367.907, 2.83292, 1114, -126.688, 0.388965, 174.017, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 1, -1299.29, -1098.47, -4355.1, 62.3809, 78.4328, 63.6799, 
0, 1, 23.456, 13.564, 10600.4, 0, 0, 300.01, 
1, 2, 5508.84, 6.07299, 2714.92, 192.217, 0.528348, 284.466, 
2, 2, 5819.27, 5.05017, 2178.16, 181.753, 0.493895, 252.32, 
3, 2, 3.74438, 3374.68, 1114, 0.519192, 127.082, 174.017, 
4, 2, -613.497, -506.14, -4275.63, 32.623, 40.6356, 95.2506, 
5, 2, 367.907, 2.83292, 1114, -126.688, 0.388965, 174.017, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 1, -1235.85, -1018.89, -4275.63, 64.4983, 80.7274, 95.2506, 
0, 1, 23.456, 13.564, 10900.4, 0, 0, 300.01, 
1, 2, 5508.84, 6.07299, 2714.92, 192.217, 0.528348, 284.466, 
2, 2, 5819.27, 5.05017, 2178.16, 181.753, 0.493895, 252.32, 
3, 2, 3.74438, 3374.68, 1114, 0.519192, 127.082, 174.017, 
4, 2, -613.497, -506.14, -4275.63, 32.623, 40.6356, 95.2506, 
5, 2, 367.907, 2.83292, 1114, -126.688, 0.388965, 174.017, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 1, -1170.35, -937.106, -4164.4, 66.5056, 82.8402, 127.222, 
0, 1, 23.456, 13.564, 11200.4, 0, 0, 300.01, 
1, 2, 5508.84, 6.07299, 2714.92, 192.217, 0.528348, 284.466, 
2, 2, 5819.27, 5.05017, 2178.16, 181.753, 0.493895, 252.32, 
3, 2, 3.74438, 3374.68, 1114, 0.519192, 127.082, 174.017, 
4, 2, -613.497, -506.14, -4275.63, 32.623, 40.6356, 95.2506, 
5, 2, 367.907, 2.83292, 1114, -126.688, 0.388965, 174.017, 
6, 2, 3.24176, 4062.81, 947.502, 0.486049, 107.634, 158.978, 
7, 2, -1102.9, -853.302, -4021.02, 68.3995, 84.7668, 159.526, 

Success! All Yellow Jackets have docked with Buzzy at time: 25 seconds! 

